KODE;NAMA;SEKTOR
46498;PERDAGANGAN BESAR ALAT PERMAINAN DAN MAINAN ANAK- ANAK;G
46499;PERDAGANGAN BESAR BERBAGAI BARANG DAN PERLENGKAPAN RUMAH TANGGA LAINNYA YTDL;G
46511;PERDAGANGAN BESAR KOMPUTER DAN PERLENGKAPAN KOMPUTER;G
46512;PERDAGANGAN BESAR PIRANTI LUNAK;G
46521;PERDAGANGAN BESAR PERLENGKAPAN ELEKTRONIK;G
46522;PERDAGANGAN BESAR DISKET, PITA AUDIO DAN VIDEO, CD DAN DVD KOSONG;G
46523;PERDAGANGAN BESAR PERALATAN TELEKOMUNIKASI;G
46530;PERDAGANGAN BESAR MESIN, PERALATAN DAN PERLENGKAPAN PERTANIAN;G
46591;PERDAGANGAN BESAR MESIN KANTOR DAN INDUSTRI, SUKU CADANG DAN PERLENGKAPANNYA;G
46592;PERDAGANGAN BESAR ALAT TRANSPORTASI LAUT, SUKU CADANG DAN PERLENGKAPANNYA;G
46593;PERDAGANGAN BESAR ALAT TRANSPORTASI DARAT (BUKAN MOBIL, SEPEDA MOTOR, DAN SEJENISNYA), SUKU CADANG DAN PERLENGKAPANNYA;G
46594;PERDAGANGAN BESAR ALAT TRANSPORTASI UDARA, SUKU CADANG DAN PERLENGKAPANNYA;G
46599;PERDAGANGAN BESAR MESIN, PERALATAN DAN PERLENGKAPAN LAINNYA;G
46610;PERDAGANGAN BESAR BAHAN BAKAR PADAT, CAIR DAN GAS DAN PRODUK YBDI;G
46620;PERDAGANGAN BESAR LOGAM DAN BIJIH LOGAM;G
46631;PERDAGANGAN BESAR BARANG LOGAM UNTUK BAHAN KONSTRUKSI;G
46632;PERDAGANGAN BESAR KACA;G
46633;PERDAGANGAN BESAR GENTENG, BATU BATA, UBIN DAN SEJENISNYA DARI TANAH LIAT, KAPUR, SEMEN ATAU KACA;G
46634;PERDAGANGAN BESAR SEMEN, KAPUR, PASIR DAN BATU;G
46635;PERDAGANGAN BESAR BAHAN KONSTRUKSI DARI PORSELEN;G
46636;PERDAGANGAN BESAR BAHAN KONSTRUKSI DARI KAYU;G
46637;PERDAGANGAN BESAR CAT;G
46638;PERDAGANGAN BESAR BERBAGAI MACAM MATERIAL BANGUNAN;G
46639;PERDAGANGAN BESAR BAHAN KONSTRUKSI LAINNYA;G
46691;PERDAGANGAN BESAR BAHAN DAN BARANG KIMIA DASAR;G
46692;PERDAGANGAN BESAR PUPUK DAN PRODUK AGROKIMIA;G
46693;PERDAGANGAN BESAR ALAT LABORATORIUM, FARMASI DAN KEDOKTERAN;G
46694;PERDAGANGAN BESAR KARET DAN PLASTIK DALAM BENTUK DASAR;G
46695;PERDAGANGAN BESAR KERTAS DAN KARTON;G
46696;PERDAGANGAN BESAR BARANG DARI KERTAS DAN KARTON;G
46697;PERDAGANGAN BESAR BARANG BEKAS DAN SISA-SISA TAK TERPAKAI (SCRAP);G
46699;PERDAGANGAN BESAR PRODUK LAINNYA TERMASUK BARANG SISA DAN POTONGAN YTDL PERDAGANGAN BESAR BERBAGAI MACAM BARANG;G
46900;PERDAGANGAN BESAR BERBAGAI MACAM BARANG PERDAGANGAN ECERAN, BUKAN MOBIL DAN MOTOR;G
47111;PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU DI SUPERMARKET/MINIMARKET;G
47112;PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA MAKANAN, MINUMAN ATAU TEMBAKAU BUKAN DI SUPERMARKET/MINIMARKET (TRADISIONAL);G
47191;PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA BUKAN MAKANAN, MINUMAN ATAU TEMBAKAU DI TOSERBA (DEPARTMENT STORE);G
47192;PERDAGANGAN ECERAN BERBAGAI MACAM BARANG YANG UTAMANYA BUKAN MAKANAN, MINUMAN ATAU TEMBAKAU (BARANG-BARANG KELONTONG) BUKAN DI TOSERBA (DEPARTMENT STORE);G
47211;PERDAGANGAN ECERAN PADI DAN PALAWIJA;G
47212;PERDAGANGAN ECERAN BUAH-BUAHAN;G
47213;PERDAGANGAN ECERAN SAYURAN;G
47214;PERDAGANGAN ECERAN HASIL PETERNAKAN;G
47215;PERDAGANGAN ECERAN HASIL PERIKANAN;G
47216;PERDAGANGAN ECERAN HASIL KEHUTANAN DAN PERBURUAN;G
47219;PERDAGANGAN ECERAN HASIL PERTANIAN LAINNYA;G
47221;PERDAGANGAN ECERAN MINUMAN BERALKOHOL;G
47222;PERDAGANGAN ECERAN MINUMAN TIDAK BERALKOHOL;G
47230;PERDAGANGAN ECERAN KHUSUS ROKOK DAN TEMBAKAU DI TOKO;G
47241;PERDAGANGAN ECERAN BERAS;G
47242;PERDAGANGAN ECERAN ROTI, KUE KERING, SERTA KUE BASAH DAN SEJENISNYA;G
47243;PERDAGANGAN ECERAN KOPI, GULA PASIR DAN GULA MERAH;G
47244;PERDAGANGAN ECERAN TAHU, TEMPE, TAUCO DAN ONCOM;G
47245;PERDAGANGAN ECERAN DAGING DAN IKAN OLAHAN;G
47249;PERDAGANGAN ECERAN MAKANAN LAINNYA;G
47301;PERDAGANGAN ECERAN BAHAN BAKAR KENDARAAN DI SPBU;G
47302;PERDAGANGAN ECERAN PREMIUM, PREMIX DAN SOLAR DI TOKO;G
47303;PERDAGANGAN ECERAN MINYAK PELUMAS DI TOKO;G
47411;PERDAGANGAN ECERAN KOMPUTER DAN PERLENGKAPANNYA;G
47412;PERDAGANGAN ECERAN PERALATAN VIDEO GAME DAN SEJENISNYA;G
47413;PERDAGANGAN ECERAN PIRANTI LUNAK (SOFTWARE);G
47414;PERDAGANGAN ECERAN ALAT TELEKOMUNIKASI;G
47415;PERDAGANGAN ECERAN MESIN KANTOR;G
47420;PERDAGANGAN ECERAN KHUSUS PERALATAN AUDIO DAN VIDEO DI TOKO;G
47511;PERDAGANGAN ECERAN TEKSTIL;G
47512;PERDAGANGAN ECERAN PERLENGKAPAN RUMAH TANGGA DARI TEKSTIL;G
47513;PERDAGANGAN ECERAN PERLENGKAPAN JAHIT MENJAHIT;G
47521;PERDAGANGAN ECERAN BARANG LOGAM UNTUK BAHAN KONSTRUKSI;G
47522;PERDAGANGAN ECERAN KACA;G
47523;PERDAGANGAN ECERAN GENTENG, BATU BATA, UBIN DAN SEJENISNYA DARI TANAH LIAT, KAPUR, SEMEN ATAU KACA;G
47524;PERDAGANGAN ECERAN SEMEN, KAPUR, PASIR DAN BATU;G
47525;PERDAGANGAN ECERAN BAHAN KONSTRUKSI DARI PORSELEN;G
47526;PERDAGANGAN ECERAN BAHAN KONSTRUKSI DARI KAYU;G
47527;PERDAGANGAN ECERAN CAT, PERNIS DAN LAK;G
47528;PERDAGANGAN ECERAN BERBAGAI MACAM MATERIAL BANGUNAN;G
47529;PERDAGANGAN ECERAN BAHAN DAN BARANG KONSTRUKSI LAINNYA;G
47530;PERDAGANGAN ECERAN KHUSUS KARPET, PERMADANI DAN PENUTUP DINDING DAN LANTAI DI TOKO;G
47591;PERDAGANGAN ECERAN FURNITUR;G
47592;PERDAGANGAN ECERAN PERALATAN LISTRIK RUMAH TANGGA DAN PERALATAN PENERANGAN DAN PERLENGKAPANNYA;G
47593;PERDAGANGAN ECERAN BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI PLASTIK;G
47594;PERDAGANGAN ECERAN BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI BATU ATAU TANAH LIAT;G
47595;PERDAGANGAN ECERAN BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI KAYU, BAMBU ATAU ROTAN;G
47596;PERDAGANGAN ECERAN BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR BUKAN DARI PLASTIK, BATU, TANAH LIAT, KAYU, BAMBU ATAU ROTAN;G
47597;PERDAGANGAN ECERAN ALAT MUSIK;G
47599;PERDAGANGAN ECERAN PERALATAN DAN PERLENGKAPAN RUMAH TANGGA LAINNYA DALAM SUBGOLONGAN 4759;G
47611;PERDAGANGAN ECERAN ALAT TULIS MENULIS DAN GAMBAR;G
47612;PERDAGANGAN ECERAN HASIL PENCETAKAN DAN PENERBITAN;G
47620;PERDAGANGAN ECERAN KHUSUS REKAMAN MUSIK DAN VIDEO DI TOKO;G
47630;PERDAGANGAN ECERAN KHUSUS PERALATAN OLAHRAGA DI TOKO;G
47640;PERDAGANGAN ECERAN KHUSUS ALAT PERMAINAN DAN MAINAN ANAK-ANAK DI TOKO;G
47650;PERDAGANGAN ECERAN KERTAS, KERTAS KARTON DAN BARANG DARI KERTAS/KARTON;G
47711;PERDAGANGAN ECERAN PAKAIAN;G
47712;PERDAGANGAN ECERAN SEPATU, SANDAL DAN ALAS KAKI LAINNYA;G
47713;PERDAGANGAN ECERAN PELENGKAP PAKAIAN;G
47714;PERDAGANGAN ECERAN TAS, DOMPET, KOPER, RANSEL DAN SEJENISNYA;G
47721;PERDAGANGAN ECERAN BAHAN KIMIA;G
47722;PERDAGANGAN ECERAN BARANG FARMASI DI APOTIK;G
47723;PERDAGANGAN ECERAN BARANG FARMASI BUKAN DI APOTIK;G
47724;PERDAGANGAN ECERAN OBAT TRADISIONAL;G
47725;PERDAGANGAN ECERAN KOSMETIK;G
47726;PERDAGANGAN ECERAN ALAT LABORATORIUM, FARMASI DAN KESEHATAN;G
47727;PERDAGANGAN ECERAN AROMATIK/PENYEGAR (MINYAK ATSIRI);G
47729;PERDAGANGAN ECERAN LAINNYA BUKAN YANG TERCAKUP PADA KELOMPOK 47721 S.D. 47727;G
47731;PERDAGANGAN ECERAN ALAT FOTOGRAFI DAN PERLENGKAPANNYA;G
47732;PERDAGANGAN ECERAN ALAT OPTIK DAN PERLENGKAPANNYA;G
47733;PERDAGANGAN ECERAN KACA MATA;G
47734;PERDAGANGAN ECERAN JAM;G
47735;PERDAGANGAN ECERAN BARANG PERHIASAN;G
47736;PERDAGANGAN ECERAN PERLENGKAPAN PENGENDARA KENDARAAN BERMOTOR;G
47737;PERDAGANGAN ECERAN PEMBUNGKUS DARI PLASTIK;G
47739;PERDAGANGAN ECERAN KHUSUS BARANG BARU LAINNYA YTDL;G
47741;PERDAGANGAN ECERAN BARANG BEKAS PERLENGKAPAN RUMAH TANGGA;G
47742;PERDAGANGAN ECERAN PAKAIAN, ALAS KAKI DAN PELENGKAP PAKAIAN BEKAS;G
47743;PERDAGANGAN ECERAN BARANG PERLENGKAPAN PRIBADI BEKAS;G
47744;PERDAGANGAN ECERAN BARANG LISTRIK DAN ELEKTRONIK BEKAS;G
47745;PERDAGANGAN ECERAN BAHAN KONSTRUKSI DAN SANITASI BEKAS;G
47746;PERDAGANGAN ECERAN BARANG ANTIK;G
47749;PERDAGANGAN ECERAN BARANG BEKAS LAINNYA;G
47751;PERDAGANGAN ECERAN HEWAN PIARAAN (PET ANIMALS);G
47752;PERDAGANGAN ECERAN HEWAN TERNAK;G
47753;PERDAGANGAN ECERAN IKAN HIAS;G
47754;PERDAGANGAN ECERAN PAKAN TERNAK/UNGGAS/IKAN DAN HEWAN PIARAAN;G
47761;PERDAGANGAN ECERAN BUNGA POTONG/FLORIST;G
47762;PERDAGANGAN ECERAN TANAMAN HIAS, BIBIT BUAH-BUAHAN DAN TANAMAN OBAT;G
47763;PERDAGANGAN ECERAN PUPUK DAN PEMBERANTAS HAMA;G
47764;PERDAGANGAN ECERAN PERLENGKAPAN DAN MEDIA TANAMAN HIAS;G
47771;PERDAGANGAN ECERAN MINYAK TANAH;G
47772;PERDAGANGAN ECERAN GAS ELPIJI;G
47779;PERDAGANGAN ECERAN BAHAN BAKAR LAINNYA;G
47781;PERDAGANGAN ECERAN BARANG KERAJINAN DARI KAYU, BAMBU, ROTAN, PANDAN, RUMPUT DAN SEJENISNYA;G
47782;PERDAGANGAN ECERAN BARANG KERAJINAN DARI KULIT, TULANG, TANDUK, GADING, BULU DAN BINATANG/HEWAN YANG DIAWETKAN;G
47783;PERDAGANGAN ECERAN BARANG KERAJINAN DARI LOGAM;G
47784;PERDAGANGAN ECERAN BARANG KERAJINAN DARI KERAMIK;G
47785;PERDAGANGAN ECERAN LUKISAN;G
47789;PERDAGANGAN ECERAN BARANG KERAJINAN DAN LUKISAN LAINNYA;G
47791;PERDAGANGAN ECERAN MESIN PERTANIAN DAN PERLENGKAPANNYA;G
47792;PERDAGANGAN ECERAN MESIN JAHIT DAN PERLENGKAPANNYA;G
47793;PERDAGANGAN ECERAN MESIN LAINNYA DAN PERLENGKAPANNYA;G
47794;PERDAGANGAN ECERAN ALAT TRANSPORTASI DARAT TIDAK BERMOTOR DAN PERLENGKAPANNYA;G
47795;PERDAGANGAN ECERAN ALAT TRANSPORTASI AIR DAN PERLENGKAPANNYA;G
47796;PERDAGANGAN ECERAN ALAT-ALAT PERTANIAN;G
47797;PERDAGANGAN ECERAN ALAT-ALAT PERTUKANGAN;G
47811;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI PADI DAN PALAWIJA;G
47812;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI BUAH-BUAHAN;G
47813;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI SAYUR-SAYURAN;G
47814;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL PETERNAKAN;G
47815;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL PERIKANAN;G
47816;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI HASIL KEHUTANAN DAN PERBURUAN;G
47819;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI TANAMAN HIAS DAN HASIL PERTANIAN LAINNYA;G
47821;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BERAS;G
47822;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ROTI, KUE KERING, KUE BASAH DAN SEJENISNYA;G
47823;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOPI, GULA PASIR, GULA MERAH DAN SEJENISNYA;G
47824;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TAHU, TEMPE, TAUCO DAN ONCOM;G
47825;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR DAGING OLAHAN DAN BIOTA AIR OLAHAN;G
47826;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MINUMAN;G
47827;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ROKOK DAN TEMBAKAU;G
47828;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAN TERNAK, PAKAN UNGGAS DAN PAKAN IKAN;G
47829;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOMODITI MAKANAN DAN MINUMAN YTDL;G
47831;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TEKSTIL;G
47832;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAIAN;G
47833;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR SEPATU, SANDAL DAN ALAS KAKI LAINNYA;G
47834;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PELENGKAP PAKAIAN DAN BENANG;G
47841;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN KIMIA;G
47842;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR FARMASI;G
47843;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR OBAT TRADISIONAL;G
47844;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KOSMETIK;G
47845;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PUPUK DAN PEMBERANTAS HAMA;G
47846;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR AROMATIK/PENYEGAR (MINYAK ATSIRI);G
47849;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN KIMIA, FARMASI, KOSMETIK DAN ALAT LABORATORIUM DAN YBDI YTDL;G
47851;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KACA MATA;G
47852;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PERHIASAN;G
47853;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR JAM;G
47854;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR TAS, DOMPET, KOPER, RANSEL DAN SEJENISNYA;G
47855;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERLENGKAPAN PENGENDARA SEPEDA MOTOR;G
47859;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG KEPERLUAN PRIBADI LAINNYA;G
47861;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG ELEKTRONIK;G
47862;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT DAN PERLENGKAPAN LISTRIK;G
47863;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI PLASTIK/MELAMIN;G
47864;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR DARI BATU ATAU TANAH LIAT;G
47865;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG DAN PERLENGKAPAN DAPUR DARI KAYU, BAMBU ATAU ROTAN;G
47866;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG PECAH BELAH DAN PERLENGKAPAN DAPUR BUKAN DARI PLASTIK, BATU, TANAH LIAT, KAYU, BAMBU ATAU ROTAN;G
47867;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT KEBERSIHAN;G
47869;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERLENGKAPAN RUMAH TANGGA LAINNYA;G
47871;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR KERTAS, KARTON DAN BARANG DARI KERTAS;G
47872;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT TULIS MENULIS DAN GAMBAR;G
47873;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR HASIL PENCETAKAN, PENERBITAN DAN PIRANTI LUNAK (SOFTWARE);G
47874;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT OLAHRAGA DAN ALAT MUSIK;G
47875;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR ALAT FOTOGRAFI, ALAT OPTIK DAN PERLENGKAPANNYA;G
47876;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MESIN KANTOR;G
47877;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PERALATAN TELEKOMUNIKASI;G
47879;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR CAMPURAN KERTAS, KARTON, BARANG DARI KERTAS, ALAT TULIS-MENULIS, ALAT GAMBAR, HASIL PENCETAKAN, PENERBITAN DAN LAINNYA;G
47881;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG KERAJINAN;G
47882;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR MAINAN ANAK-ANAK;G
47883;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR LUKISAN;G
47891;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR HEWAN HIDUP;G
47892;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BAHAN BAKAR MINYAK, GAS, MINYAK PELUMAS DAN BAHAN BAKAR LAINNYA;G
47893;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG ANTIK;G
47894;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG BEKAS PERLENGKAPAN RUMAH TANGGA;G
47895;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR PAKAIAN, ALAS KAKI, PERLENGKAPAN PAKAIAN DAN BARANG PERLENGKAPAN PRIBADI BEKAS;G
47896;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG LISTRIK DAN ELEKTRONIK BEKAS;G
47897;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG BEKAS CAMPURAN;G
47899;PERDAGANGAN ECERAN KAKI LIMA DAN LOS PASAR BARANG LAINNYA;G
47911;PERDAGANGAN ECERAN MELALUI MEDIA UNTUK KOMODITI MAKANAN, MINUMAN, TEMBAKAU, KIMIA, FARMASI KOSMETIK DAN ALAT LABORATORIUM;G
47912;PERDAGANGAN ECERAN MELALUI MEDIA UNTUK KOMODITI TEKSTIL, PAKAIAN, ALAS KAKI DAN BARANG KEPERLUAN PRIBADI;G
47913;PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BARANG PERLENGKAPAN RUMAH TANGGA DAN PERLENGKAPAN DAPUR;G
47914;PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BARANG CAMPURAN SEBAGAIMANA TERSEBUT DALAM 47911 S.D.47913;G
47919;PERDAGANGAN ECERAN MELALUI MEDIA UNTUK BERBAGAI MACAM BARANG LAINNYA;G
47920;PERDAGANGAN ECERAN ATAS DASAR BALAS JASA (FEE) ATAU KONTRAK;G
47991;PERDAGANGAN ECERAN KELILING KOMODITI MAKANAN DARI HASIL PERTANIAN;G
47992;PERDAGANGAN ECERAN KELILING KOMODITI MAKANAN, MINUMAN ATAU TEMBAKAU HASIL INDUSTRI PENGOLAHAN;G
47993;PERDAGANGAN ECERAN KELILING BAHAN KIMIA, FARMASI, KOSMETIK DAN ALAT LABORATORIUM;G
47994;PERDAGANGAN ECERAN KELILING TEKSTIL, PAKAIAN, ALAS KAKI DAN BARANG KEPERLUAN PRIBADI;G
47995;PERDAGANGAN ECERAN KELILING PERLENGKAPAN RUMAH TANGGA DAN PERLENGKAPAN DAPUR;G
47996;PERDAGANGAN ECERAN KELILING BAHAN BAKAR DAN MINYAK PELUMAS;G
47997;PERDAGANGAN ECERAN KELILING KERTAS, BARANG DARI KERTAS, ALAT TULIS, BARANG CETAKAN, ALAT OLAHRAGA, ALAT MUSIK, ALAT FOTOGRAFI DAN KOMPUTER;G
47998;PERDAGANGAN ECERAN KELILING BARANG KERAJINAN, MAINAN ANAK-ANAK DAN LUKISAN;G
47999;PERDAGANGAN ECERAN KELILING BARANG LAINNYA;G
49111;ANGKUTAN JALAN REL UNTUK PENUMPANG;H
49112;ANGKUTAN JALAN REL KHUSUS WISATA;H
49121;ANGKUTAN JALAN REL UNTUK BARANG;H
49129;ANGKUTAN JALAN REL KHUSUS LAINNYA;H
49211;ANGKUTAN BUS ANTARKOTA ANTARPROVINSI (AKAP);H
49212;ANGKUTAN BUS PERBATASAN;H
49213;ANGKUTAN BUS ANTARKOTA DALAM PROVINSI (AKDP);H
49214;ANGKUTAN BUS KOTA;H
49215;ANGKUTAN BUS LINTAS BATAS NEGARA;H
49221;ANGKUTAN BUS KHUSUS;H
49222;ANGKUTAN BUS PARIWISATA;H
49300;ANGKUTAN MELALUI SALURAN PIPA;H
49411;ANGKUTAN PERBATASAN BUKAN BUS;H
49412;ANGKUTAN ANTARKOTA DALAM PROVINSI (AKDP) BUKAN BUS;H
49413;ANGKUTAN PERKOTAAN;H
49414;ANGKUTAN PERDESAAN;H
49421;ANGKUTAN TAKSI;H
49422;ANGKUTAN SEWA;H
49423;ANGKUTAN TIDAK BERMOTOR UNTUK PENUMPANG;H
49424;ANGKUTAN OJEK MOTOR;H
49425;ANGKUTAN DARAT LAINNYA UNTUK WISATA;H
49429;ANGKUTAN DARAT LAINNYA UNTUK PENUMPANG;H
49431;ANGKUTAN BERMOTOR UNTUK BARANG UMUM;H
49432;ANGKUTAN BERMOTOR UNTUK BARANG KHUSUS;H
49433;ANGKUTAN TIDAK BERMOTOR UNTUK BARANG UMUM;H
50111;ANGKUTAN LAUT DOMESTIK UMUM LINER UNTUK PENUMPANG;H
50112;ANGKUTAN LAUT DOMESTIK UMUM TRAMPER UNTUK PENUMPANG;H
50113;ANGKUTAN LAUT DOMESTIK KHUSUS UNTUK WISATA;H
50114;ANGKUTAN LAUT DOMESTIK PERINTIS UNTUK PENUMPANG;H
50121;ANGKUTAN LAUT INTERNASIONAL UMUM LINER UNTUK PENUMPANG;H
50122;ANGKUTAN LAUT INTERNASIONAL UMUM TRAMPER UNTUK PENUMPANG;H
50123;ANGKUTAN LAUT INTERNASIONAL KHUSUS UNTUK WISATA;H
50131;ANGKUTAN LAUT DOMESTIK UMUM LINER UNTUK BARANG;H
50132;ANGKUTAN LAUT DOMESTIK UMUM TRAMPER UNTUK BARANG;H
50133;ANGKUTAN LAUT DOMESTIK KHUSUS UNTUK BARANG;H
50134;ANGKUTAN LAUT DOMESTIK PERINTIS UNTUK BARANG;H
50135;ANGKUTAN LAUT DOMESTIK PELAYARAN RAKYAT;H
50141;ANGKUTAN LAUT INTERNASIONAL UMUM LINER UNTUK BARANG;H
50142;ANGKUTAN LAUT INTERNASIONAL UMUM TRAMPER UNTUK BARANG;H
50143;ANGKUTAN LAUT INTERNASIONAL KHUSUS UNTUK BARANG;H
50144;ANGKUTAN LAUT INTERNASIONAL PELAYARAN RAKYAT;H
50211;ANGKUTAN SUNGAI DAN DANAU UNTUK PENUMPANG DENGAN TRAYEK TETAP DAN TERATUR;H
50212;ANGKUTAN SUNGAI DAN DANAU UNTUK PENUMPANG DENGAN TRAYEK TIDAK TETAP DAN TIDAK;H
50213;ANGKUTAN SUNGAI DAN DANAU DENGAN TRAYEK TIDAK TETAP DAN TIDAK TERATUR UNTUK;H
50214;ANGKUTAN PENYEBERANGAN UMUM ANTARPROVINSI UNTUK PENUMPANG;H
50215;ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK PENUMPANG;H
50216;ANGKUTAN PENYEBERANGAN UMUM ANTARKABUPATEN/KOTA UNTUK PENUMPANG;H
50217;ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK PENUMPANG;H
50218;ANGKUTAN PENYEBERANGAN UMUM DALAM KABUPATEN/KOTA UNTUK PENUMPANG;H
50219;ANGKUTAN PENYEBERANGAN LAINNYA UNTUK PENUMPANG TERMASUK PENYEBERANGAN;H
50221;ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG UMUM DAN ATAU HEWAN;H
50222;ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG KHUSUS;H
50223;ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG BERBAHAYA;H
50224;ANGKUTAN PENYEBERANGAN UMUM ANTARPROVINSI UNTUK BARANG;H
50225;ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK BARANG;H
50226;ANGKUTAN PENYEBERANGAN UMUM ANTARKABUPATEN/KOTA UNTUK BARANG;H
50227;ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK BARANG;H
50228;ANGKUTAN PENYEBERANGAN UMUM DALAM KABUPATEN/KOTA UNTUK BARANG;H
50229;ANGKUTAN PENYEBERANGAN LAINNYA UNTUK BARANG TERMASUK PENYEBERANGAN;H
51101;ANGKUTAN UDARA BERJADWAL DOMESTIK UMUM UNTUK PENUMPANG;H
51102;ANGKUTAN UDARA BERJADWAL DOMESTIK PERINTIS UNTUK PENUMPANG;H
51103;ANGKUTAN UDARA BERJADWAL INTERNASIONAL UNTUK PENUMPANG;H
51104;ANGKUTAN UDARA TIDAK BERJADWAL DOMESTIK UMUM UNTUK PENUMPANG;H
51105;ANGKUTAN UDARA TIDAK BERJADWAL DOMESTIK PERINTIS UNTUK PENUMPANG;H
51106;ANGKUTAN UDARA KHUSUS OLAHRAGA;H
51107;ANGKUTAN UDARA KHUSUS UNTUK WISATA;H
